,Unnamed: 0,Unnamed: 0.1,HITId,tweet,sentiment,directness,annotator_sentiment,target,group,label_mix,clean_tw,cluster,cluster_pred
3868,3868,1833,1834,least he's consistently cunt #trump #pittsburgh #unfittobepresident #unfitforoffice @url,offensive,indirect,anger_disgust,gender,women,gender_women,least consistently cunt trump pittsburgh unfit president unfit office,8,18
3869,3869,4008,4009,least mother raised one common sense. wonder many immigrants siblings taken in.,offensive,indirect,sadness_indifference,origin,individual,origin_individual,least mother raised one common sense wonder many immigrants siblings taken ,4,9
3870,3870,4979,4980,least skip funny.nncolin awful. disgusting twat.nn@url,offensive,indirect,sadness_shock,other,special_needs,other_special_needs,least skip funny nncolin awful disgusting twat nn,17,23
3871,3871,768,769,lebron teammates become retarded big situations,offensive,indirect,shock_disgust,disability,special_needs,disability_special_needs,lebron teammates become retarded big situations,11,2
3872,3872,5319,5320,left goes nuts @user calls countries shitholes insisting country shithole! mig @url,normal,indirect,sadness_indifference,other,special_needs,other_special_needs,left goes nuts calls countries shitholes insisting country shithole mig,2,5
3873,3873,4754,4755,left incisor can't faggot #kek,offensive,indirect,anger_disgust,sexual_orientation,gay,sexual_orientation_gay,left incisor faggot kek,22,10
3874,3874,4122,4123,leftist/marxist/dems went terrorist illegal aliens reduce tax burden americans bad trade deals exce @url,fearful_hateful,indirect,shock_indifference,origin,immigrants,origin_immigrants,leftist marxist dems went terrorist illegal aliens reduce tax burden americans bad trade deals exce,14,18
3875,3875,533,534,legally say 'ching chong ping ling',normal,indirect,anger_sadness_shock_indifference_disgust,other,other,other_other,legally say ching chong ping ling ,0,4
3876,3876,3308,3309,legit annoying often explain retard never play hots holy shit,offensive,indirect,confusion_disgust,disability,special_needs,disability_special_needs,legit annoying often explain retard never play hots holy shit,13,2
3877,3877,5203,5204,legit might retarded @url,offensive,indirect,sadness_indifference,disability,women,disability_women,legit might retarded,7,11
3878,3878,4016,4017,legit shithole country. @url,offensive,indirect,shock_indifference,origin,refugees,origin_refugees,legit shithole country ,7,12
3879,3879,5526,5527,leicester like cheese fucking yobbo cunts,fearful_offensive,indirect,sadness_disgust,origin,other,origin_other,leicester like cheese fucking yobbo cunts,19,13
3880,3880,1871,1872,leitung literal fucking retard people follow either hate every popular thing follow h @url,fearful_offensive_disrespectful_hateful_normal,indirect,anger_confusion,disability,special_needs,disability_special_needs,leitung literal fucking retard people follow either hate every popular thing follow h,13,20
3881,3881,934,935,les #migrants traversent la mer et trouvent les aides sociales,normal,indirect,anger_sadness,origin,other,origin_other,les migrants traversent mer trouvent les aides sociales,3,9
3882,3882,1322,1323,les migrants sont une richesse pour leurope! typhus abdominal,offensive_normal,indirect,confusion_sadness_shock_indifference_disgust,origin,special_needs,origin_special_needs,les migrants sont une richesse pour leurope typhus abdominal,24,9
3883,3883,4768,4769,lesbian twitter! nnis difference stud dyke? ? lol serious question,fearful_normal,indirect,anger_indifference,other,other,other_other,lesbian twitter nnis difference stud dyke lol serious question,22,26
3884,3884,4793,4794,let get cunt banned @url,hateful,direct,anger_shock,gender,women,gender_women,let get cunt banned,7,13
3885,3885,4918,4919,let native canadians legal immigrants use resources first. @url,normal,indirect,anger_sadness,origin,other,origin_other,let native canadians legal immigrants use resources first ,8,9
3886,3886,2945,2946,let record show cunt @user fell asleep 10pm weekends...smh,abusive_offensive_hateful_disrespectful_normal,indirect,anger_disgust,other,women,other_women,let record show cunt fell asleep time weekends smh,4,23
3887,3887,239,240,let rot shithole chose. never ever ever let near country @url,fearful_abusive_disrespectful_hateful_normal,indirect,anger_confusion_sadness_shock_indifference,origin,refugees,origin_refugees,let rot shithole chose never ever ever let near country,4,12
3888,3888,4402,4403,let scorpio bag cuz i'm freaking retarded ,normal,indirect,confusion_sadness,sexual_orientation,special_needs,sexual_orientation_special_needs,let scorpio bag cuz freaking retarded,19,13
3889,3889,5387,5388,let ur tweets harmless affect btw im faggot one n????,offensive,indirect,indifference_disgust,gender,women,gender_women,let tweets harmless affect btw faggot one ,22,26
3890,3890,4941,4942,let's face footie fans know @user knows he's cunt often speaks reaction....nnhoweve @url,normal,indirect,indifference_disgust,origin,other,origin_other,let face footie fans know knows cunt often speaks reaction nnhoweve,23,26
3891,3891,5498,5499,let's get retarded @url,offensive,indirect,sadness_disgust,disability,special_needs,disability_special_needs,let get retarded,7,11
3892,3892,605,606,let's get twat banned. @url,offensive,indirect,confusion_sadness,other,women,other_women,let get twat banned ,7,13
3893,3893,2797,2798,let's get weeb ching chong anime melonpan read @url,offensive,indirect,anger_disgust,origin,left_wing_people,origin_left_wing_people,let get weeb ching chong anime melonpan read,0,21
3894,3894,1946,1947,lexi u must drugs ur behaving like faggot @url,hateful,direct,anger_confusion_fear_indifference_disgust,origin,refugees,origin_refugees,lexi must drugs behaving like faggot,22,10
3895,3895,3521,3522,lhhhh wtf i'm weak. girl retarded. lmfao,offensive,indirect,anger_disgust,disability,special_needs,disability_special_needs,lh wtf weak girl retarded lmfao,13,11
3896,3896,1599,1600,liberals:nlet's preserve rain forest  nlet's save whales  ndon't disrespect shithole' countriesnna @url,normal,indirect,anger_indifference,origin,special_needs,origin_special_needs,liberals nlet preserve rain forest nlet save whales ndon disrespect shithole countriesnna,17,5
3897,3897,853,854,libye: plus de 100 morts dans le naufrage de deux bateaux de migrants @url,offensive,indirect,anger_fear_indifference_sadness_disgust,origin,immigrants,origin_immigrants,libye plus one hundred morts dans naufrage deux bateaux migrants,24,9
3898,3898,3451,3452,lichi?spic cool?,offensive,indirect,anger_disgust,origin,hispanics,origin_hispanics,lichi spic cool ,7,15
3899,3899,3497,3498,liecheatoffendupsetangerdisrespectalienatebully generally cunt can't surprised grow old lonely,offensive,indirect,anger_sadness_shock_indifference_disgust,gender,women,gender_women,liecheatoffendupsetangerdisrespectalienatebully generally cunt surprised grow old lonely,12,16
3900,3900,2637,2638,life threw fuckboy see i'm still retarded  i'm,offensive,indirect,anger_disgust,disability,special_needs,disability_special_needs,life threw fuckboy see still retarded ,11,13
3901,3901,4938,4939,like .... remember nothing us retarded ,normal,indirect,anger_disgust,other,other,other_other,like remember nothing retarded,11,20
3902,3902,950,951,like @user passengers tonight kept saying faggot/fag/queers even aske @url,fearful_normal,indirect,sadness_indifference,sexual_orientation,other,sexual_orientation_other,like passengers tonight kept saying faggot fag queers even aske,23,10
3903,3903,5000,5001,like anyone else wake multiple times night like 4-5 times body fucking retarded,offensive_normal,indirect,sadness_fear,disability,special_needs,disability_special_needs,like anyone else wake multiple times night like number number times body fucking retarded,9,2
3904,3904,4981,4982,like china disgusting ching chong country @url,normal,indirect,indifference_disgust,origin,individual,origin_individual,like china disgusting ching chong country,0,21
3905,3905,1195,1196,like conspiracy theorist alt-right terrorist cunt gives fuck palestinians.,offensive,indirect,anger_sadness_shock_indifference_disgust,gender,women,gender_women,like conspiracy theorist alt right terrorist cunt gives fuck palestinians ,14,18
3906,3906,3726,3727,like father like son. happy birthday mon negro et mon filleul.god.bless fam' @url,normal,indirect,anger_fear_shock_indifference_disgust,origin,african_descent,origin_african_descent,like father like son happy birthday mon negro mon filleul god bless fam ,1,16
3907,3907,3417,3418,like idol anti-nigger. make rules.,offensive,indirect,sadness_disgust,origin,other,origin_other,like idol anti nigger make rules ,18,7
3908,3908,5065,5066,like many grew dick van dyke reference point cockney accent,offensive,indirect,shock_indifference,other,special_needs,other_special_needs,like many grew dick van dyke reference point cockney accent,22,15
3909,3909,319,320,like remember iconic nigger tweet,fearful_offensive_hateful_disrespectful_normal,indirect,sadness_indifference,origin,individual,origin_individual,like remember iconic nigger tweet,18,26
3910,3910,1031,1032,like remembernn nothing usnn retarded n @url,offensive_disrespectful,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs,disability_special_needs,like remembernn nothing usnn retarded n,11,20
3911,3911,922,923,like retweet comment instead replying it. quit faggot fucking reply next @url,fearful_abusive_offensive_hateful_normal,indirect,confusion_sadness_shock_indifference_disgust,sexual_orientation,other,sexual_orientation_other,like retweet comment instead replying quit faggot fucking reply next,9,26
3912,3912,4116,4117,like sweets dammit! help retard happy!,offensive,indirect,sadness_disgust,disability,special_needs,disability_special_needs,like sweets dammit help retard happy ,18,2
3913,3913,3989,3990,like word dyke faggot,fearful_offensive_disrespectful_hateful_normal,indirect,sadness_disgust,sexual_orientation,other,sexual_orientation_other,like word dyke faggot,7,10
3914,3914,4494,4495,liked @user video @url dormammu's faggot fireball bullshit!,offensive,indirect,anger_fear_shock_indifference_sadness,sexual_orientation,other,sexual_orientation_other,liked video dormammu faggot fireball bullshit ,25,10
3915,3915,916,917,liked @user video @url javed akhtar- intellectual terrorism punctured - aaj ki taza khabar,offensive,indirect,sadness_indifference,other,women,other_women,liked video javed akhtar intellectual terrorism punctured aaj taza khabar,14,18
3916,3916,3112,3113,lil faggot w/a lil ponytail @url,offensive,indirect,sadness_disgust,other,other,other_other,lil faggot lil ponytail,22,10
3917,3917,3444,3445,lil xan looks like mongoloid,normal,indirect,anger_sadness,origin,special_needs,origin_special_needs,lil xan looks like mongoloid,7,1
3918,3918,842,843,lily really best dyke ever,offensive,indirect,anger_confusion_sadness_indifference_fear,sexual_orientation,gay,sexual_orientation_gay,lily really best dyke ever,7,25
3919,3919,4609,4610,listen bigheaded headass dusty lookin lil fuckin cuckass libtard piece shit eating mongoloid troglodyte bitch,hateful,indirect,anger_sadness_shock_disgust,other,individual,other_individual,listen bigheaded headass dusty lookin lil fuckin cuckass libtard piece shit eating mongoloid troglodyte bitch,15,16
3920,3920,2615,2616,listen cunt decide anything mackerel lololol,offensive,indirect,fear_shock,gender,women,gender_women,listen cunt decide anything mackerel lololol,4,13
3921,3921,1231,1232,listen excuses. msm worship orange turd matter nasty is. grab pussy shithole cou @url,abusive_offensive,indirect,indifference_disgust,gender,women,gender_women,listen excuses msm worship orange turd matter nasty grab pussy shithole cou,12,16
3922,3922,1455,1456,listened shit lil spic  singing lyrics know @url,hateful,indirect,anger_confusion_shock_indifference_disgust,origin,other,origin_other,listened shit lil spic singing lyrics know,18,15
3923,3923,5496,5497,listening negro swan,offensive_normal,indirect,anger_confusion_shock_indifference_disgust,origin,african_descent,origin_african_descent,listening negro swan,5,24
3924,3924,3568,3569,listening watching kwame nkrumah's achievement country africa large media hubs @url,normal,indirect,shock_indifference,origin,other,origin_other,listening watching kwame nkrumah achievement country africa large media hubs,2,5
3925,3925,3779,3780,literally @user asian representation queen!! got ching chong cho chang demonised cry baby bitch @url,abusive_hateful,indirect,anger_fear_indifference_sadness_disgust,other,other,other_other,literally asian representation queen got ching chong cho chang demonised cry baby bitch,21,21
3926,3926,1204,1205,literally called spic accused anchor babies ....,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,hispanics,origin_hispanics,literally called spic accused anchor babies ,3,15
3927,3927,172,173,literally feel retarded anytime use left hand...i looking kinda stupid ,offensive,indirect,anger_sadness,disability,special_needs,disability_special_needs,literally feel retarded anytime use left hand looking kinda stupid,13,20
3928,3928,685,686,literally got ding dong ditched likely 12 year old faggot thats cracking right jake paul apparel,hateful_disrespectful,indirect,anger_sadness,sexual_orientation,individual,sexual_orientation_individual,literally got ding dong ditched likely twelve year old faggot thats cracking right jake paul apparel,12,21
3929,3929,649,650,literally heard co worker cuss boyfriend phone calling retard fat fuck like tak @url,hateful_disrespectful,indirect,anger_disgust,other,special_needs,other_special_needs,literally heard worker cuss boyfriend phone calling retard fat fuck like tak,19,23
3930,3930,229,230,literally waited red light five minutes i'm fucking retard,offensive,indirect,anger_confusion_sadness_shock_indifference,disability,women,disability_women,literally waited red light five minutes fucking retard,13,8
3931,3931,5603,5604,little cousin said look like dyke.. uh oh.. they're,offensive,indirect,anger_fear_shock_indifference_disgust,sexual_orientation,other,sexual_orientation_other,little cousin said look like dyke oh ,18,22
3932,3932,1960,1961,little cunt posted spoilers haunting hill house stick posting baby photos go,offensive,indirect,confusion_shock,origin,other,origin_other,little cunt posted spoilers haunting hill house stick posting baby photos go,19,16
3933,3933,928,929,little suspicious able catch hapless rube one day?,offensive,indirect,confusion_fear_indifference_sadness,origin,other,origin_other,little suspicious able catch hapless rube one day ,4,2
3934,3934,4534,4535,little twat.,abusive_disrespectful,indirect,anger_fear_shock_sadness_disgust,other,individual,other_individual,little twat ,5,19
3935,3935,2428,2429,live economical third world shithole murderous control drug cartels running it. ci @url,offensive_hateful,indirect,anger_fear_shock_sadness_disgust,origin,other,origin_other,live economical third world shithole murderous control drug cartels running ci,14,5
3936,3936,5042,5043,live retard called tanya. ok hi ,fearful_abusive_disrespectful_hateful_normal,indirect,anger_disgust,disability,special_needs,disability_special_needs,live retard called tanya hi,7,8
3937,3937,92,93,living real white got soul still spic !,offensive,direct,anger_shock,origin,refugees,origin_refugees,living real white got soul still spic ,18,22
3938,3938,4512,4513,lmao ching chong. sometimes simplest slander funniest,offensive_normal,indirect,sadness_disgust,other,other,other_other,lmao ching chong sometimes simplest slander funniest,22,21
3939,3939,5075,5076,lmao fucking retarded lazy,offensive,indirect,anger_fear_shock_sadness_disgust,origin,special_needs,origin_special_needs,lmao fucking retarded lazy,11,11
3940,3940,3379,3380,lmao girl job today said loves sass. please call faggot,offensive_disrespectful,indirect,anger_sadness_shock_indifference_disgust,gender,women,gender_women,lmao girl job today said loves sass please call faggot,19,10
3941,3941,746,747,lmao nigga retarded  still paid man  @url,normal,indirect,anger_disgust,origin,other,origin_other,lmao nigga retarded still paid man,11,24
3942,3942,1740,1741,lmaooo one kefe says look like cunt i'm gonna lose shit swear hahahahahaha. @url,normal,indirect,confusion_sadness_shock_indifference_disgust,other,other,other_other,lmao one kefe says look like cunt gonna lose shit swear hahahahahaha ,9,23
3943,3943,4298,4299,lmaoooo see go racist . typical nigger @url,offensive,indirect,sadness_indifference,origin,african_descent,origin_african_descent,lmao see racist typical nigger,3,7
3944,3944,5334,5335,lmaoooooo ni que pelo negro yall wildin en serio @url,normal,indirect,confusion_sadness,other,other,other_other,lmao que pelo negro yall wildin serio,22,24
3945,3945,3378,3379,lmfao deserve. youre supposed man. toughen nigger. @url,hateful,indirect,confusion_shock_indifference_disgust,origin,other,origin_other,lmfao deserve youre supposed man toughen nigger ,19,7
3946,3946,3785,3786,lmfao like dude y'all network.  man retarded @url,normal,indirect,anger_confusion_sadness_indifference_disgust,disability,special_needs,disability_special_needs,lmfao like dude network man retarded,13,20
3947,3947,5286,5287,lmfao.. somebody get negro seat. @url,normal,indirect,anger_sadness,origin,special_needs,origin_special_needs,lmfao somebody get negro seat ,18,24
3948,3948,5171,5172,lmfaooo fuckin ivan whata retard @url,hateful,indirect,confusion_sadness_shock_indifference_disgust,other,other,other_other,lmfao fuckin ivan whata retard,19,8
3949,3949,1721,1722,lobatan! waec can't reissue another one? country indeed shithole. @url,normal,indirect,sadness_fear,origin,individual,origin_individual,lobatan waec reissue another one country indeed shithole ,2,12
3950,3950,5480,5481,lobbies childhood ni've called wetback spic many times. @url,hateful,indirect,anger_fear_shock_sadness_disgust,origin,individual,origin_individual,lobbies childhood called wetback spic many times ,3,15
3951,3951,5532,5533,lobov fights like actual retard. ,offensive_normal,indirect,indifference_disgust,origin,special_needs,origin_special_needs,lobov fights like actual retard ,7,6
3952,3952,4103,4104,logic actually got wu-tang song entitled wu-tang forever. know vanilla wafer colored negro managed that.,fearful_normal,indirect,confusion_fear_shock_sadness_disgust,origin,african_descent,origin_african_descent,logic actually got tang song entitled tang forever know vanilla wafer colored negro managed ,23,7
3953,3953,735,736,lol #zog puppet emperornanyone still supports trump retarded @url,offensive,indirect,shock_indifference,disability,special_needs,disability_special_needs,lol zog puppet emperornanyone still supports trump retarded,8,18
3954,3954,5207,5208,lol 2 anxiety attacks day haha faggot,normal,indirect,sadness_indifference,other,other,other_other,lol two anxiety attacks day haha faggot,19,10
3955,3955,5398,5399,lol dodgers retarded haha  going tonight might questionable dodgers fans going get drunk looking fades haha,offensive,indirect,sadness_disgust,origin,special_needs,origin_special_needs,lol dodgers retarded haha going tonight might questionable dodgers fans going get drunk looking fades haha,1,23
3956,3956,2129,2130,lol dva eat stuff kill someone retard _ yes i'm bad. @url,offensive_hateful,indirect,anger_indifference,disability,special_needs,disability_special_needs,lol dva eat stuff kill someone retard yes bad ,19,23
3957,3957,4775,4776,lol gone full retard take much. fellow hollywierdos. @url,offensive,indirect,anger_indifference,other,other,other_other,lol gone full retard take much fellow hollywierdos ,4,6
3958,3958,452,453,lol know mean! nigger got caught again. @url,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,special_needs,origin_special_needs,lol know mean nigger got caught ,18,7
3959,3959,506,507,lol new spic rappers different,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,other,origin_other,lol new spic rappers different,18,15
3960,3960,1583,1584,lol said none nigger tailgating year @url,offensive,indirect,anger_sadness,origin,african_descent,origin_african_descent,lol said none nigger tailgating year,3,7
3961,3961,2516,2517,lol...got negro ass right outta @url,hateful,direct,sadness_disgust,origin,indian/hindu,origin_indian/hindu,lol got negro ass right outta,18,24
3962,3962,5497,5498,london fans hate fat twat x _ ooo gnr !!!!! @url,offensive,indirect,anger_confusion_shock_indifference_disgust,other,women,other_women,london fans hate fat twat oo gnr ,22,22
3963,3963,4343,4344,long non threatening negro echo white feminist &amp; supremacist talking points tv show @url,normal,indirect,sadness_indifference,origin,special_needs,origin_special_needs,long non threatening negro echo white feminist supremacist talking points show,8,14
3964,3964,4987,4988,look absolute doos! trophy hunter man cunt. understand hunting foo @url,abusive_offensive,indirect,fear_disgust,gender,women,gender_women,look absolute doos trophy hunter man cunt understand hunting foo,4,23
3965,3965,3621,3622,look face. rich happy. white trump's racist shithole country. that's @url,normal,indirect,sadness_indifference,origin,other,origin_other,look face rich happy white trump racist shithole country ,19,5
3966,3966,3158,3159,look hands shithole countries hands?,offensive,indirect,anger_fear,origin,other,origin_other,look hands shithole countries hands ,18,12
3967,3967,110,111,look leftist terrorist like guy shot @user softball game compar @url,normal,indirect,indifference_disgust,other,other,other_other,look leftist terrorist like guy shot softball game compar,4,18
3968,3968,4972,4973,look like cunt sleep like mouth open double chins limbs shop hair tangled everywh @url,disrespectful_normal,indirect,sadness_disgust,gender,women,gender_women,look like cunt sleep like mouth open double chins limbs shop hair tangled everywh,12,23
3969,3969,3274,3275,look like negro league pitcher @url,offensive,indirect,sadness_indifference,origin,hispanics,origin_hispanics,look like negro league pitcher,7,22
3970,3970,2337,2338,look man i'm sorry i'm faggot hoe,offensive_hateful,indirect,sadness_disgust,sexual_orientation,other,sexual_orientation_other,look man sorry faggot hoe,18,10
3971,3971,2726,2727,look mongoloid. two f*cking years later he's cracked it. real f*cking alfred eimstime @url,abusive_offensive_disrespectful_hateful_normal,indirect,anger_confusion_sadness_indifference_fear,disability,special_needs,disability_special_needs,look mongoloid two fcking years later cracked real fcking alfred eimstime,23,1
3972,3972,2039,2040,look pictures pop &amp; &amp; think damn negro really hurted,offensive,indirect,sadness_shock,origin,individual,origin_individual,look pictures pop think damn negro really hurted,18,7
3973,3973,783,784,look retarded fuckstick @url,abusive_normal,indirect,anger_confusion_sadness_shock_indifference,other,other,other_other,look retarded fuckstick,11,11
3974,3974,606,607,looking replies makes realize mentally retarded people are.nnthis depends situation b @url,offensive_hateful,direct,anger_sadness,origin,special_needs,origin_special_needs,looking replies makes realize mentally retarded people nnthis depends situation b,13,20
3975,3975,931,932,looking reputable charities organizations donate towards refugees children. please send links.,offensive,indirect,sadness_disgust,origin,refugees,origin_refugees,looking reputable charities organizations donate towards refugees children please send links ,24,9
3976,3976,1693,1694,looks intelligent!nfirst time came know someone retard like @user described intelli @url,hateful_normal,indirect,confusion_disgust,other,other,other_other,looks intelligent nfirst time came know someone retard like described intelli,4,20
3977,3977,546,547,los quise fucking retarded,offensive,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs,disability_special_needs,los quise fucking retarded,11,11
3978,3978,2851,2852,lot people #walkingaway today. dems exposed themselves. think even illegal aliens dead people vote red!,offensive,indirect,anger_fear_shock_indifference_disgust,origin,left_wing_people,origin_left_wing_people,lot people walking away today dems exposed think even illegal aliens dead people vote red ,14,9
3979,3979,5297,5298,lot ya may sound dumb retarded whatever. personally none ya opinions ever mattered. @url,normal,indirect,fear_shock_indifference_sadness_disgust,origin,special_needs,origin_special_needs,lot may sound dumb retarded whatever personally none opinions ever mattered ,13,20
3980,3980,5464,5465,lots smaller payments time--most faggot's credit cards handle $200 hit--but still th @url,offensive,indirect,fear_disgust,other,other,other_other,lots smaller payments time faggot credit cards handle money hit still th,23,2
3981,3981,2657,2658,love @user already tall modelo negro ready arrive knows well,fearful_normal,indirect,sadness_indifference,origin,other,origin_other,love already tall modelo negro ready arrive knows well,18,24
3982,3982,1787,1788,love cute little twat,offensive_normal,indirect,anger_disgust,other,other,other_other,love cute little twat,18,25
3983,3983,4895,4896,love faggot ,normal,indirect,confusion_sadness,sexual_orientation,other,sexual_orientation_other,love faggot,5,10
3984,3984,2151,2152,love is...nnsometimes i'm younsometimes i'm not. nsometimes adorablensometimes twat. nsometi @url,offensive,indirect,shock_indifference,other,other,other_other,love nnsometimes younsometimes nsometimes adorablensometimes twat nsometi,17,16
3985,3985,2238,2239,love luna best seokjinnator best minhyuknator superior sagittarius spic @url,fearful_abusive_offensive_disrespectful_normal,indirect,shock_indifference,origin,special_needs,origin_special_needs,love luna best seokjinnator best minhyuknator superior sagittarius spic,17,16
3986,3986,3385,3386,love mexican call mexicans spic,disrespectful_normal,indirect,anger_sadness_shock_indifference_disgust,origin,hispanics,origin_hispanics,love mexican call mexicans spic,18,15
3987,3987,808,809,love negro spirituals. lol dope new gospel getting played heavy rotation,offensive,indirect,anger_confusion_fear_indifference_sadness,origin,special_needs,origin_special_needs,love negro spirituals lol dope new gospel getting played heavy rotation,25,24
3988,3988,1765,1766,love pharmacists town even tho one total twat. helped cos pharmacist fawkn c @url,normal,indirect,anger_confusion_sadness_indifference_disgust,disability,special_needs,disability_special_needs,love pharmacists town even tho one total twat helped cos pharmacist fawkn c,17,2
3989,3989,1671,1672,love wdw refugees refreshing reference @user,offensive,indirect,confusion_indifference,other,other,other_other,love wdw refugees refreshing reference,3,9
3990,3990,2515,2516,loving part six year olds life quite can't read perfectly.... can't=cunt,abusive_normal,indirect,sadness_disgust,other,women,other_women,loving part six year olds life quite read perfectly cunt,4,23
3991,3991,2203,2204,low iq: spic?nnavg iq: false flagnnhigh iq: paint hair head? @url,fearful_abusive_offensive_hateful_disrespectful,indirect,confusion_sadness_shock_indifference_disgust,origin,special_needs,origin_special_needs,low spic nnavg false flagnnhigh paint hair head ,17,16
3992,3992,5547,5548,lowkey thought power box pc pc itselfni retarded,offensive,indirect,indifference_disgust,disability,special_needs,disability_special_needs,lowkey thought power box pc itselfni retarded,11,20
3993,3993,5537,5538,lucy dyke lumberjack  @url,offensive,indirect,confusion_fear_shock_indifference_disgust,origin,other,origin_other,lucy dyke lumberjack,7,25
3994,3994,5067,5068,lukewarm ass negro,abusive_hateful,indirect,indifference_disgust,origin,african_descent,origin_african_descent,lukewarm ass negro,5,24
3995,3995,1278,1279,lyft drivers fucking retarded,offensive,indirect,anger_confusion_fear_indifference_disgust,disability,special_needs,disability_special_needs,lyft drivers fucking retarded,11,11
3996,3996,717,718,lynching! wait. ok lynching deep state feminazi conspiracy! yeah that's it.,abusive_hateful,indirect,anger_confusion_sadness_fear_disgust,gender,women,gender_women,lynching wait lynching deep state feminazi conspiracy yeah ,8,14
3997,3997,4965,4966,ma'am major cunt muffin,offensive,direct,confusion_shock,gender,women,gender_women, major cunt muffin,7,25
3998,3998,3348,3349,machados fucking twat.,offensive,indirect,anger_fear_indifference_sadness_disgust,gender,women,gender_women,machados fucking twat ,7,3
3999,3999,3970,3971,magazine exists capitalism mongoloid @url,offensive,indirect,sadness_disgust,origin,other,origin_other,magazine exists capitalism mongoloid,3,17
4000,4000,4415,4416,mahh nigger killed,normal,indirect,confusion_fear_shock_indifference_sadness,origin,individual,origin_individual,mahh nigger killed,7,24
4001,4001,2275,2276,majority europeans favor taking refugees disapprove eus handling issue @url,abusive_offensive_hateful_disrespectful_normal,indirect,shock_disgust,origin,refugees,origin_refugees,majority europeans favor taking refugees disapprove eus handling issue,8,9
4002,4002,2675,2676,make joke incident (leicester's owner).nnyou're sick cunt,abusive_offensive,indirect,anger_disgust,other,other,other_other,make joke incident leicester owner nnyou sick cunt,22,13
4003,4003,1680,1681,make new account retard hard plenty ppl know close hundred accounts get banned @url,offensive,indirect,indifference_disgust,disability,special_needs,disability_special_needs,make new account retard hard plenty ppl know close hundred accounts get banned,13,2
4004,4004,4262,4263,make sure place least spic span inviting leo over.,normal,indirect,anger_confusion_sadness_shock_disgust,other,other,other_other,make sure place least spic span inviting leo ,18,15
4005,4005,4493,4494,make sure yall go check @user official_piffboyziggy new video prd @user @url,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,other,origin_other,make sure yall check official piffboyziggy new video prd,19,22
4006,4006,3660,3661,making jokes scenes leicester right cunt,fearful_normal,indirect,fear_shock_indifference_sadness_disgust,gender,women,gender_women,making jokes scenes leicester right cunt,18,13
4007,4007,2424,2425,man absolute mongoloid can't believe chelsea fans outed,normal,indirect,anger_disgust,other,other,other_other,man absolute mongoloid believe chelsea fans outed,3,17
4008,4008,2266,2267,man argued twat wearing scouter. twitter funny like innit?,abusive_hateful,indirect,shock_disgust,other,other,other_other,man argued twat wearing scouter twitter funny like innit ,23,26
4009,4009,3868,3869,man arrested connection #suspiciouspackages not:nnan immigrantnmuslimna leftistnlatinonms 1 @url,hateful,indirect,anger_confusion_fear_shock_disgust,origin,other,origin_other,man arrested connection suspicious packages nnan immigrantnmuslimna leftistnlatinonms one,17,18
4010,4010,1542,1543,man fucking retarded needs mental evaluation. i've never seen someone obsessively hateful towards @url,hateful,direct,anger_shock,origin,special_needs,origin_special_needs,man fucking retarded needs mental evaluation never seen someone obsessively hateful towards,13,20
4011,4011,5116,5117,man got louisville nigger museum fucking funny god damn,offensive,indirect,shock_disgust,origin,other,origin_other,man got louisville nigger museum fucking funny god damn,19,7
4012,4012,97,98,man leave one week first twat nut,abusive_offensive_hateful_disrespectful_normal,indirect,confusion_indifference,other,women,other_women,man leave one week first twat nut,18,25
4013,4013,4329,4330,man utd game like day kn?? today bnyk ching chong?,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,individual,origin_individual,man utd game like day today bnyk ching chong ,0,4
4014,4014,4317,4318,man walking twat @url,hateful,indirect,anger_indifference,origin,women,origin_women,man walking twat,5,25
4015,4015,2104,2105,man weezy said keep mind im negro open mind got screen door @url,disrespectful_normal,indirect,anger_disgust,origin,left_wing_people,origin_left_wing_people,man weezy said keep mind negro open mind got screen door,4,7
4016,4016,1461,1462,man's cunt! sorry use word he's dead set cunt! @url,hateful,indirect,anger_sadness,origin,women,origin_women,man cunt sorry use word dead set cunt ,19,13
4017,4017,1823,1824,man: oh stop feminazi,offensive,indirect,confusion_sadness_shock_indifference_disgust,gender,women,gender_women,man stop feminazi,5,14
4018,4018,3275,3276,manny machado chapped cunt...,normal,indirect,anger_fear_shock_indifference_disgust,gender,women,gender_women,manny machado chapped cunt ,7,13
4019,4019,2690,2691,manny machado twat.,offensive,indirect,anger_indifference,other,other,other_other,manny machado twat ,7,25
4020,4020,1517,1518,manny spic machado,offensive,indirect,anger_sadness,origin,other,origin_other,manny spic machado,5,15
4021,4021,4546,4547,mans saying 28/29 like hes yute? get nigger outta man @url,offensive,indirect,anger_disgust,gender,other,gender_other,mans saying number number like hes yute get nigger outta man,23,7
4022,4022,5245,5246,many abudabi ching chong followers,offensive,indirect,anger_disgust,origin,asians,origin_asians,many abudabi ching chong followers,0,4
